province,specialism,AS2_norm
Drenthe,Cardiology,0.2600539375751921
Drenthe,Cardiothoracic Surgery,0.044658736686292264
Drenthe,Dermatology & Allergology,0.5529671631061664
Drenthe,ENT,0.9633761925704378
Drenthe,Gastroenterology & Hepatology,0.6814089105080856
Drenthe,General & Trauma Surgery,0.9060404703093176
Drenthe,Geriatrics & Elderly Care,0.542097326474474
Drenthe,Gynecology & Obstetrics,0.5829456331939907
Drenthe,Internal Medicine,0.5717363468486981
Drenthe,Neurology & Neurosurgery,0.7429542775239261
Drenthe,Ophthalmology,0.5782888578487375
Drenthe,Orthopedics,0.5977745464450734
Drenthe,Pain Management & Anaesthesiology,0.5004407355954491
Drenthe,Pediatrics,0.40880289841231326
Drenthe,Plastic & Reconstructive Surgery,0.7875981152876957
Drenthe,Psychiatry & Mental Health,0.2047871834743974
Drenthe,Pulmonology,0.8753224812772629
Drenthe,Radiology & Interventional Radiology,0.6601097416556087
Drenthe,Rehabilitation Medicine,0.7383433730163173
Drenthe,Rheumatology,0.2024285343982147
Drenthe,Urology,1
Flevoland,Cardiology,0.16192694974724134
Flevoland,Dermatology & Allergology,0
Flevoland,ENT,0.13465003253636382
Flevoland,Gastroenterology & Hepatology,0.06531600530772781
Flevoland,General & Trauma Surgery,0.1536606569318791
Flevoland,Geriatrics & Elderly Care,0.495370158597928
Flevoland,Gynecology & Obstetrics,0.1210366078909916
Flevoland,Internal Medicine,0.05686978360198443
Flevoland,Neurology & Neurosurgery,0.199028368414124
Flevoland,Ophthalmology,0.28035957971657083
Flevoland,Orthopedics,0.07003258271169305
Flevoland,Pain Management & Anaesthesiology,0.2180458399633229
Flevoland,Pediatrics,0.19431364849801736
Flevoland,Plastic & Reconstructive Surgery,0.1579432140766627
Flevoland,Pulmonology,0.27201052141530174
Flevoland,Radiology & Interventional Radiology,0.5337029813041549
Flevoland,Rehabilitation Medicine,0.38117339813683626
Flevoland,Rheumatology,0.19319049409484562
Flevoland,Urology,0.22117702700257208
Fryslân,Cardiology,0.5272051642140202
Fryslân,Cardiothoracic Surgery,0.4594746847511444
Fryslân,Dermatology & Allergology,0.408601337381311
Fryslân,ENT,0.5355150168059464
Fryslân,Gastroenterology & Hepatology,0.3837346262500355
Fryslân,General & Trauma Surgery,0.4157694574479924
Fryslân,Geriatrics & Elderly Care,0.6109401573343467
Fryslân,Gynecology & Obstetrics,0.14652852299369962
Fryslân,Internal Medicine,0.1439393948820749
Fryslân,Neurology & Neurosurgery,0.41154623073797947
Fryslân,Ophthalmology,0.49426792785384316
Fryslân,Orthopedics,0.476841445235187
Fryslân,Pain Management & Anaesthesiology,0.6244102152309515
Fryslân,Pediatrics,0.32398133386206035
Fryslân,Plastic & Reconstructive Surgery,0.6176627593409405
Fryslân,Psychiatry & Mental Health,0.9776064662918177
Fryslân,Pulmonology,0.2511742023439218
Fryslân,Radiology & Interventional Radiology,0.4465146534411456
Fryslân,Rehabilitation Medicine,0.6530087424412301
Fryslân,Rheumatology,0.8467808004452408
Fryslân,Urology,0.32969870916949084
Gelderland,Cardiology,0.643591996357186
Gelderland,Cardiothoracic Surgery,0.17466363339059174
Gelderland,Dermatology & Allergology,0.5375792722953804
Gelderland,ENT,0.3531926336541514
Gelderland,Gastroenterology & Hepatology,0.5481927999683525
Gelderland,General & Trauma Surgery,0.3587476631033576
Gelderland,Geriatrics & Elderly Care,0.20501322364581812
Gelderland,Gynecology & Obstetrics,0.5172870714989046
Gelderland,Internal Medicine,0.6077220623441068
Gelderland,Neurology & Neurosurgery,0.4334747888696428
Gelderland,Ophthalmology,0.29158099920710706
Gelderland,Orthopedics,0.3620962077507171
Gelderland,Pain Management & Anaesthesiology,0.6089196272639205
Gelderland,Pediatrics,0.7309680544086761
Gelderland,Plastic & Reconstructive Surgery,0.453966146087512
Gelderland,Psychiatry & Mental Health,0.5143382116654869
Gelderland,Pulmonology,0.6207799616858954
Gelderland,Radiology & Interventional Radiology,0.4260380899278537
Gelderland,Rehabilitation Medicine,0.44100750093379276
Gelderland,Rheumatology,0.39270011085638057
Gelderland,Urology,0.45295261407032145
Groningen,Cardiology,0.7249286305317231
Groningen,Cardiothoracic Surgery,0.5169701045294355
Groningen,Dermatology & Allergology,0.5681746662110508
Groningen,ENT,0.6462748139928471
Groningen,Gastroenterology & Hepatology,0.23078889459164714
Groningen,General & Trauma Surgery,0.6208813377156843
Groningen,Geriatrics & Elderly Care,0.8651742265319973
Groningen,Gynecology & Obstetrics,0.6606621154505988
Groningen,Internal Medicine,0.7462306828724566
Groningen,Neurology & Neurosurgery,0.8279135268044592
Groningen,Ophthalmology,0.8259032037562792
Groningen,Orthopedics,0.8606998455846016
Groningen,Pain Management & Anaesthesiology,0.4197290507057884
Groningen,Pediatrics,0.6162497161634124
Groningen,Plastic & Reconstructive Surgery,0.5271711875482403
Groningen,Psychiatry & Mental Health,0.46364743928999136
Groningen,Pulmonology,0.5381380578895151
Groningen,Radiology & Interventional Radiology,0.2611581879710489
Groningen,Rehabilitation Medicine,0.7883060225252573
Groningen,Rheumatology,0.35790307815134925
Groningen,Urology,0.33612648223993463
Limburg,Cardiology,0.4166419864381014
Limburg,Cardiothoracic Surgery,0.6455654402185925
Limburg,Dermatology & Allergology,0.28381637751188404
Limburg,ENT,0.4019669742236431
Limburg,Gastroenterology & Hepatology,0.3450375416440481
Limburg,General & Trauma Surgery,0.19579543100251562
Limburg,Geriatrics & Elderly Care,0.2403158612587325
Limburg,Gynecology & Obstetrics,0.22258851990920406
Limburg,Internal Medicine,0.23801574827414818
Limburg,Neurology & Neurosurgery,0.24039820144719928
Limburg,Ophthalmology,0.2665025323843814
Limburg,Orthopedics,0.6546003064545312
Limburg,Pain Management & Anaesthesiology,0.07690082089750845
Limburg,Pediatrics,0.15765921386699028
Limburg,Plastic & Reconstructive Surgery,0.2801328069191141
Limburg,Psychiatry & Mental Health,0.29261646954880044
Limburg,Pulmonology,0.27490190519726315
Limburg,Radiology & Interventional Radiology,0.15053008410597013
Limburg,Rehabilitation Medicine,0.2543562066078344
Limburg,Rheumatology,0.5115208729508592
Limburg,Urology,0.3065828643193455
Noord-Brabant,Cardiology,0.6789707883215842
Noord-Brabant,Cardiothoracic Surgery,0.7105370283591682
Noord-Brabant,Dermatology & Allergology,0.732014944713513
Noord-Brabant,ENT,0.35104736296370403
Noord-Brabant,Gastroenterology & Hepatology,0.325457340262866
Noord-Brabant,General & Trauma Surgery,0.4044534347028518
Noord-Brabant,Geriatrics & Elderly Care,0.44158420696544187
Noord-Brabant,Gynecology & Obstetrics,0.5160685493038177
Noord-Brabant,Internal Medicine,0.4404031804403845
Noord-Brabant,Neurology & Neurosurgery,0.3041529321898845
Noord-Brabant,Ophthalmology,0.2692962558897759
Noord-Brabant,Orthopedics,0.34694898742856267
Noord-Brabant,Pain Management & Anaesthesiology,0.48361584149189935
Noord-Brabant,Pediatrics,0.3587975773025015
Noord-Brabant,Plastic & Reconstructive Surgery,0.3519711479446434
Noord-Brabant,Psychiatry & Mental Health,0.314406684377091
Noord-Brabant,Pulmonology,0.3450511731733704
Noord-Brabant,Radiology & Interventional Radiology,0.27064759569935526
Noord-Brabant,Rehabilitation Medicine,0.31957170530331025
Noord-Brabant,Rheumatology,0.35469975838819023
Noord-Brabant,Urology,0.4773013262164184
Noord-Holland,Cardiology,0.2830556978632806
Noord-Holland,Cardiothoracic Surgery,0.2233373758438835
Noord-Holland,Dermatology & Allergology,0.15603708495016388
Noord-Holland,ENT,0.24940341436064814
Noord-Holland,Gastroenterology & Hepatology,0.1874227614586112
Noord-Holland,General & Trauma Surgery,0.17310220890261613
Noord-Holland,Geriatrics & Elderly Care,0.11501801658767657
Noord-Holland,Gynecology & Obstetrics,0.25661589812081803
Noord-Holland,Internal Medicine,0.36238680011930396
Noord-Holland,Neurology & Neurosurgery,0.21886640565098436
Noord-Holland,Ophthalmology,0.2889906093195018
Noord-Holland,Orthopedics,0.2551115609782062
Noord-Holland,Pain Management & Anaesthesiology,0.20153626055958995
Noord-Holland,Pediatrics,0.321486439588147
Noord-Holland,Plastic & Reconstructive Surgery,0.2906731854796757
Noord-Holland,Psychiatry & Mental Health,0.40765153460604275
Noord-Holland,Pulmonology,0.27849889325502325
Noord-Holland,Radiology & Interventional Radiology,0.15883690531007652
Noord-Holland,Rehabilitation Medicine,0.33429165749213463
Noord-Holland,Rheumatology,0.3129530052123411
Noord-Holland,Urology,0.2125485182986577
Overijssel,Cardiology,0.35477565784896126
Overijssel,Cardiothoracic Surgery,0.5324752756960034
Overijssel,Dermatology & Allergology,0.4617284605721233
Overijssel,ENT,0.36336607175443597
Overijssel,Gastroenterology & Hepatology,0.5412042352519414
Overijssel,General & Trauma Surgery,0.5907325168092712
Overijssel,Geriatrics & Elderly Care,0.1878976517377313
Overijssel,Gynecology & Obstetrics,0.8225554001294472
Overijssel,Internal Medicine,0.3348949894798622
Overijssel,Neurology & Neurosurgery,0.64774450861194
Overijssel,Ophthalmology,0.802484091394719
Overijssel,Orthopedics,0.3383262501431355
Overijssel,Pain Management & Anaesthesiology,0.6779830095914662
Overijssel,Pediatrics,0.26427550560011254
Overijssel,Plastic & Reconstructive Surgery,0.2988196039784355
Overijssel,Psychiatry & Mental Health,0.36708099000565814
Overijssel,Pulmonology,0.4547551641305919
Overijssel,Radiology & Interventional Radiology,0.4526095140446587
Overijssel,Rehabilitation Medicine,0.40778941947311764
Overijssel,Rheumatology,0.7227975582689241
Overijssel,Urology,0.5771811538345443
Utrecht,Cardiology,0.4752940511765164
Utrecht,Cardiothoracic Surgery,0.5211725277242204
Utrecht,Dermatology & Allergology,0.2732665039711328
Utrecht,ENT,0.36551014688819716
Utrecht,Gastroenterology & Hepatology,0.648226430443883
Utrecht,General & Trauma Surgery,0.3497271169687654
Utrecht,Geriatrics & Elderly Care,0.4755520093685431
Utrecht,Gynecology & Obstetrics,0.4560823901853572
Utrecht,Internal Medicine,0.4799810046055163
Utrecht,Neurology & Neurosurgery,0.22685276287893083
Utrecht,Ophthalmology,0.1917996152505923
Utrecht,Orthopedics,0.2435936005914033
Utrecht,Pain Management & Anaesthesiology,0.1495028254718291
Utrecht,Pediatrics,0.2968400882805934
Utrecht,Plastic & Reconstructive Surgery,0.21562782480047463
Utrecht,Psychiatry & Mental Health,0.33717737138301074
Utrecht,Pulmonology,0.5124369548532584
Utrecht,Radiology & Interventional Radiology,0.9055410379667269
Utrecht,Rehabilitation Medicine,0.20440601395122993
Utrecht,Rheumatology,0.6048629613880148
Utrecht,Urology,0.3277094990041832
Zeeland,Cardiology,0.033928109630044605
Zeeland,Dermatology & Allergology,0.6657722405380481
Zeeland,ENT,0.30234096277175715
Zeeland,Gastroenterology & Hepatology,0.3705541880445307
Zeeland,General & Trauma Surgery,0.46575482951382885
Zeeland,Geriatrics & Elderly Care,0.5354533472443632
Zeeland,Gynecology & Obstetrics,0.3605065776618622
Zeeland,Internal Medicine,0.40202936255528177
Zeeland,Neurology & Neurosurgery,0.4651940310227049
Zeeland,Ophthalmology,0.45185891167483777
Zeeland,Orthopedics,0.5368941951580056
Zeeland,Pain Management & Anaesthesiology,0.6751328019724858
Zeeland,Pediatrics,0.8036618748387087
Zeeland,Plastic & Reconstructive Surgery,0.7887985764544654
Zeeland,Pulmonology,0.09069747979868906
Zeeland,Radiology & Interventional Radiology,0.44988760505674386
Zeeland,Rehabilitation Medicine,0.08557894513937139
Zeeland,Rheumatology,0.1662075232990985
Zeeland,Urology,0.33471393237768543
Zuid-Holland,Cardiology,0.5251077782896213
Zuid-Holland,Cardiothoracic Surgery,0.40904581612856267
Zuid-Holland,Dermatology & Allergology,0.4455226967427
Zuid-Holland,ENT,0.41883712547134155
Zuid-Holland,Gastroenterology & Hepatology,0.7581370142617445
Zuid-Holland,General & Trauma Surgery,0.4508156245853936
Zuid-Holland,Geriatrics & Elderly Care,0.3710645622464198
Zuid-Holland,Gynecology & Obstetrics,0.42260346165478174
Zuid-Holland,Internal Medicine,0.7012713919696559
Zuid-Holland,Neurology & Neurosurgery,0.36735471384169804
Zuid-Holland,Ophthalmology,0.3441481636971269
Zuid-Holland,Orthopedics,0.3425612195123572
Zuid-Holland,Pain Management & Anaesthesiology,0.44926371924926095
Zuid-Holland,Pediatrics,0.6084443971719412
Zuid-Holland,Plastic & Reconstructive Surgery,0.3151161800756135
Zuid-Holland,Psychiatry & Mental Health,0.3585882726855977
Zuid-Holland,Pulmonology,0.5717139529733801
Zuid-Holland,Radiology & Interventional Radiology,0.3699043515101291
Zuid-Holland,Rehabilitation Medicine,0.4776477629730414
Zuid-Holland,Rheumatology,0.419436050540014
Zuid-Holland,Urology,0.5094886214603203
